@RELATION nfr

@ATTRIBUTE ProjectID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49}
@ATTRIBUTE RequirementText STRING
@ATTRIBUTE _class_ {F,A,L,LF,MN,O,PE,SC,SE,US,FT,PO}

@DATA
31,'The IP addresses where the transaction was made from will be logged.',SE
31,'User passwords will be stored in the database in an encrypted format.',SE
31,'Most of the system functions will be controlled using the administrative interface.',F
31,'Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.',MN
32,'Information recorded must include an optional field for context.',F
32,'Information should be tagged according to who is entering the data.',F
32,'It must be able to download the most recent medical record.',F
32,'It must store the most recent copy of information in its application data folder.',F
32,'It must only update the parts that have changed when connecting to the server.',O
32,'It must be able to change and update information on the server.',O
32,'The application must log the user out when it is exited.',SE
32,'A correct combination of username and password is required for a user to login.',SE
32,'It should give a drill-down view of all data in the medical record after logging in.',LF
32,'The user must be able to set an option to hide information based on who has tagged it.',F
32,'The user must be able to add photos from his/her photo library to his/her medical record.',F
32,'It must allow a user to login.',F
32,'It must allow a user to logout.',F
32,'All information must be viewable on the website.',F
32,'All information must be updatable on the website.',F
32,'It must allow a user to download a backup of their medical information.',F
32,'Logout must be automatic after 1 hour of inactivity.',SE
